자치구,온도평균
Gangdong-gu,24.5
Gangdong-gu,26.4
Gangdong-gu,-40
Gangdong-gu,23.6
Dongdaemun-gu,26
Gangseo-gu,26.7
Gangdong-gu,-40
Mapo-gu,26.2
Gangdong-gu,-40
Dongdaemun-gu,25.6
Dongdaemun-gu,26.6
Gangdong-gu,
Mapo-gu,24.7
Gangdong-gu,24
Dongdaemun-gu,26.1
Gangdong-gu,24.4
Gangdong-gu,25.5
Gangnam-gu,-40
Gangdong-gu,-40
Gangdong-gu,26.1
Dongdaemun-gu,27.1
Dongdaemun-gu,26.5
Dongdaemun-gu,25.4
Dongdaemun-gu,27
Dongdaemun-gu,26.9
Dongdaemun-gu,26.8
Dongdaemun-gu,26.9
Gangdong-gu,-40
Dongdaemun-gu,26.1
Gangdong-gu,24.7
Dongdaemun-gu,26.8
Mapo-gu,24
Dongjak-gu,25.6
Gangseo-gu,27.2
Dongdaemun-gu,26.2
Dongdaemun-gu,26.4
Gangdong-gu,-40
Dongdaemun-gu,24.8
Dongdaemun-gu,26.3
Dongdaemun-gu,-40
Dongjak-gu,25.2
Dongjak-gu,25.2
Dongjak-gu,-40
Dongdaemun-gu,
Mapo-gu,-40
Dongjak-gu,25.4
Gangseo-gu,-40
Dongjak-gu,25.9
Mapo-gu,-40
Gangdong-gu,25.7
Gangdong-gu,
Seocho-gu,22.9
Seocho-gu,-40
Gangseo-gu,26.9
Mapo-gu,26.7
Mapo-gu,23.9
Mapo-gu,31.2
Gangbuk-gu,-40
Gangbuk-gu,22.8
Dongdaemun-gu,25.1
Yongsan-gu,26.2
Gangbuk-gu,23.6
Mapo-gu,26.4
Mapo-gu,23.7
Mapo-gu,25.6
Mapo-gu,24.5
Gangseo-gu,26.5
Mapo-gu,26.6
Mapo-gu,-40
Gwanak-gu,22.4
Jongno-gu,-40
Gangbuk-gu,22.7
Jongno-gu,25.8
Gangseo-gu,26.6
Gangseo-gu,26.6
Jongno-gu,24
Gangseo-gu,25.8
Gangseo-gu,26.8
Guro-gu,26
Gangseo-gu,26.6
Gwangjin-gu,28.4
Jongno-gu,27.7
Gwanak-gu,27
Seongdong-gu,27.6
Gangseo-gu,27
Gwangjin-gu,28.9
Gangseo-gu,27.1
Guro-gu,
Seongdong-gu,26.6
Gwangjin-gu,26
Guro-gu,27.3
Gangseo-gu,24.5
Gwangjin-gu,27.3
Gwangjin-gu,27
Guro-gu,26.3
Guro-gu,26.3
Gwangjin-gu,26.6
Gangseo-gu,27.1
Gangseo-gu,26.9
Gwangjin-gu,27.1
Guro-gu,26.8
Gwangjin-gu,27.2
Guro-gu,26
Guro-gu,26
Guro-gu,27.3
Guro-gu,25.9
Guro-gu,26.7
Guro-gu,26.6
Seongdong-gu,26.6
Guro-gu,26.4
Seongdong-gu,26.7
Gwangjin-gu,27.3
Gwangjin-gu,26
Guro-gu,25.8
Seoul_Grand_Park,22.7
Seongdong-gu,27
Seongdong-gu,
Seocho-gu,23.1
Seongdong-gu,
Seongdong-gu,26.7
Seongdong-gu,27.7
Seongdong-gu,26.9
Seongdong-gu,27.2
Seongbuk-gu,26.8
Seoul_Grand_Park,-40
Seongdong-gu,26.6
Mapo-gu,-40
Seongdong-gu,26.9
Seongdong-gu,27.6
Seongdong-gu,27.5
Seongdong-gu,26.5
Seongdong-gu,27.3
Seocho-gu,22.9
Seongbuk-gu,26
Seongdong-gu,27.7
Seongbuk-gu,25.8
Seongdong-gu,26.8
Seongdong-gu,26.9
Seongdong-gu,26.4
Seongdong-gu,27.3
Seongdong-gu,25.8
Seongdong-gu,26.9
Seongdong-gu,27.2
Seongdong-gu,27.2
Seongdong-gu,26.1
Seongbuk-gu,25.8
Seongdong-gu,26.9
Seongdong-gu,27
Seongdong-gu,26.8
Seongdong-gu,26.2
Songpa-gu,26.5
Seongdong-gu,
Seongdong-gu,26.8
Seongbuk-gu,25.8
Seongdong-gu,27
Seongdong-gu,-40
Seongbuk-gu,26.8
Seongbuk-gu,26.6
Seongdong-gu,27.5
Seongdong-gu,26.2
Seongdong-gu,26.9
Seongdong-gu,27.5
Seongdong-gu,26.4
Seongbuk-gu,25
Seongbuk-gu,25.7
Seongbuk-gu,26.7
Seongdong-gu,-40
Seongbuk-gu,26.4
Seongdong-gu,24.8
Seongbuk-gu,26.1
Seongdong-gu,-40
Seongbuk-gu,24.5
Seongdong-gu,-40
Seongbuk-gu,26.4
Seongbuk-gu,26.6
Seongbuk-gu,26.6
Seongbuk-gu,26.4
Seongbuk-gu,26.6
Seongbuk-gu,25.8
Songpa-gu,26.8
Songpa-gu,26.1
Yangcheon-gu,26.6
Songpa-gu,26.5
Songpa-gu,26.1
Songpa-gu,24.5
Songpa-gu,25.4
Songpa-gu,26.7
Songpa-gu,26.3
Songpa-gu,26.6
Yangcheon-gu,26.2
Mapo-gu,27.6
Songpa-gu,27.1
Songpa-gu,26.7
Mapo-gu,27.3
Songpa-gu,
Songpa-gu,26.8
Songpa-gu,26.2
Songpa-gu,25.7
Songpa-gu,26.1
Songpa-gu,25.3
Mapo-gu,27.3
Songpa-gu,27.4
Songpa-gu,26.9
Yangcheon-gu,26.9
Yangcheon-gu,26.2
Mapo-gu,27.6
Yangcheon-gu,25.6
Songpa-gu,27.2
Yangcheon-gu,26.3
Songpa-gu,26.4
Songpa-gu,27
Mapo-gu,27.2
Yangcheon-gu,26.3
Yangcheon-gu,26.4
Yangcheon-gu,26.4
Mapo-gu,27
Mapo-gu,27
Mapo-gu,27.8
Seodaemun-gu,24.8
Mapo-gu,27.7
Mapo-gu,27.2
Seocho-gu,25.9
Seodaemun-gu,-40
Mapo-gu,
Mapo-gu,
Seodaemun-gu,26
Seodaemun-gu,-40
Mapo-gu,26.9
Mapo-gu,26.9
Seodaemun-gu,27.1
Mapo-gu,26.8
Mapo-gu,27.6
Mapo-gu,26.4
Seodaemun-gu,25.7
Mapo-gu,
Seodaemun-gu,27.5
Seodaemun-gu,24.9
Gangnam-gu,26.7
Mapo-gu,27.5
Seocho-gu,25.9
Seodaemun-gu,27.6
Seocho-gu,26.1
Seocho-gu,26.6
Seocho-gu,26.7
Seodaemun-gu,27.4
Seodaemun-gu,26.5
Mapo-gu,27.7
Seocho-gu,26.8
Gangnam-gu,26.9
Gangnam-gu,26.3
Seocho-gu,-40
Seocho-gu,25.7
Seodaemun-gu,24.2
Seocho-gu,
Gangnam-gu,26.3
Gangnam-gu,26.1
Seocho-gu,27.2
Seocho-gu,26.9
Seocho-gu,26.4
Seocho-gu,23.9
Seocho-gu,26.4
Gangnam-gu,
Gangnam-gu,26.3
Gangnam-gu,24.7
Seocho-gu,23.9
Gangnam-gu,25.7
Seocho-gu,27.9
Seodaemun-gu,-40
Seocho-gu,
Mapo-gu,27.3
Mapo-gu,26.4
Seocho-gu,
Gangnam-gu,
Guro-gu,25.3
Dongdaemun-gu,26.5
Gangseo-gu,25.5
Guro-gu,24.9
Gangnam-gu,25.8
Guro-gu,
Dongdaemun-gu,26.8
Dongdaemun-gu,26.1
Guro-gu,25.9
Yeongdeungpo-gu,25.9
Gangnam-gu,
Gangseo-gu,25.2
Gangseo-gu,26.1
Dongdaemun-gu,25.7
Guro-gu,26
Gangnam-gu,27
Seocho-gu,27.1
Dobong-gu,25.8
Guro-gu,24.8
Guro-gu,25.7
Dongdaemun-gu,25.5
Gangseo-gu,
Guro-gu,26.1
Gangseo-gu,24.3
Dongdaemun-gu,24.8
Gangnam-gu,26.3
Dongdaemun-gu,24.8
Dongdaemun-gu,26
Dongdaemun-gu,26.6
Gangseo-gu,25.8
Gangnam-gu,25.5
Yeongdeungpo-gu,26
Nowon-gu,25.3
Yeongdeungpo-gu,26.1
Dongdaemun-gu,27
Guro-gu,
Dongdaemun-gu,25.9
Gangnam-gu,25.7
Yangcheon-gu,26.4
Yeongdeungpo-gu,26
Dongdaemun-gu,27.3
Dongdaemun-gu,27
Nowon-gu,25.6
Gangnam-gu,24.5
Gangseo-gu,27
Dongdaemun-gu,27.1
Dongdaemun-gu,26.4
Nowon-gu,25.4
Gangnam-gu,24.4
Gwangjin-gu,27.2
Guro-gu,25.8
Gangseo-gu,26.9
Yeongdeungpo-gu,26.6
Songpa-gu,26.5
Gangseo-gu,26.7
Seongdong-gu,27.3
Guro-gu,27.1
Gangbuk-gu,25.1
Seongbuk-gu,25.9
Dongdaemun-gu,26.9
Seodaemun-gu,27.2
Dobong-gu,23.5
Gangseo-gu,27.2
Gangnam-gu,
Yeongdeungpo-gu,26
Dongdaemun-gu,26.9
Guro-gu,25.8
Dongdaemun-gu,26.2
Guro-gu,26
Gangseo-gu,26.4
Gangseo-gu,26.2
Gangseo-gu,26.3
Gangnam-gu,24.4
Gangbuk-gu,25.5
Nowon-gu,23.8
Dongdaemun-gu,27
Eunpyeong-gu,24
Nowon-gu,24.3
Seongbuk-gu,24.9
Gangnam-gu,26.7
Nowon-gu,25
Gangnam-gu,26.3
Gangseo-gu,26.6
Gangseo-gu,26
Gangdong-gu,25.4
Seongdong-gu,26.6
Jungnang-gu,24.3
Nowon-gu,26.1
Gangbuk-gu,24.2
Jungnang-gu,26.6
Seocho-gu,25.1
Seocho-gu,
Seocho-gu,26
Nowon-gu,23.7
Gangnam-gu,25.7
Gangseo-gu,26.6
Seocho-gu,26.2
Seongbuk-gu,26.2
Yeongdeungpo-gu,25.9
Gangseo-gu,25.9
Yeongdeungpo-gu,26.3
Yeongdeungpo-gu,26.5
Nowon-gu,24.9
Gwangjin-gu,26.9
Yeongdeungpo-gu,25.8
Gangseo-gu,26.6
Yeongdeungpo-gu,26.3
Yeongdeungpo-gu,26.8
Gangseo-gu,26.6
Yeongdeungpo-gu,26.1
Seongbuk-gu,26.5
Gangseo-gu,26.4
Yeongdeungpo-gu,25.5
Gangnam-gu,26.6
Gangnam-gu,26
Gangseo-gu,26.3
Gangseo-gu,26.3
Nowon-gu,25.9
Yeongdeungpo-gu,26.5
Yeongdeungpo-gu,26.4
Gangnam-gu,25.8
Gangnam-gu,26.9
Gwangjin-gu,27
Dongjak-gu,25.4
Gangseo-gu,26.7
Seocho-gu,26.8
Jungnang-gu,26.6
Yeongdeungpo-gu,26.7
Yeongdeungpo-gu,26
Gangseo-gu,24.6
Yeongdeungpo-gu,26.4
Yeongdeungpo-gu,26.1
Dongjak-gu,25.8
Yeongdeungpo-gu,26.5
Dobong-gu,26.7
Gangnam-gu,25.7
Jungnang-gu,26.6
Jungnang-gu,26.7
Gangdong-gu,26
Geumcheon-gu,26.1
Dobong-gu,24.5
Gangseo-gu,26.8
Jungnang-gu,26.7
Nowon-gu,26.2
Jongno-gu,24.4
Yeongdeungpo-gu,26.8
Nowon-gu,24.8
Gangnam-gu,25.8
Dobong-gu,26.4
Yeongdeungpo-gu,26.3
Yangcheon-gu,26.5
Gangbuk-gu,25.5
Eunpyeong-gu,24.6
Jungnang-gu,25.9
Nowon-gu,25.8
Jungnang-gu,24.7
Nowon-gu,26.1
Yeongdeungpo-gu,26.5
Nowon-gu,26.8
Nowon-gu,24.8
Jungnang-gu,26.7
Nowon-gu,25.8
Jungnang-gu,25.4
Seocho-gu,25.9
Gangnam-gu,25.8
Jungnang-gu,24.6
Jungnang-gu,26.5
Geumcheon-gu,26.7
Jungnang-gu,26.2
Dobong-gu,24.2
Jungnang-gu,26.4
Gangbuk-gu,23.6
Yangcheon-gu,26.1
Jungnang-gu,26.7
Jungnang-gu,25.9
Yeongdeungpo-gu,26.6
Yeongdeungpo-gu,26.4
Yeongdeungpo-gu,26.9
Jungnang-gu,26
Nowon-gu,25.2
Gangnam-gu,25.1
Dobong-gu,25.1
Nowon-gu,25.8
Gwangjin-gu,26.4
Gwanak-gu,25.7
Gwanak-gu,
Gangdong-gu,26.3
Nowon-gu,22.9
Seongdong-gu,26.8
Gangnam-gu,27.1
Seongbuk-gu,26.4
Gwanak-gu,25
Dobong-gu,25.8
Jungnang-gu,26.1
Seongdong-gu,27.9
Seongdong-gu,26.8
Seocho-gu,27
Nowon-gu,24.3
Seongdong-gu,26.7
Gangdong-gu,25
Gwanak-gu,24.3
Yangcheon-gu,26.3
Dongjak-gu,27
Nowon-gu,25.9
Seongdong-gu,26.3
Mapo-gu,26.8
Dongjak-gu,26.2
Seocho-gu,25.8
Dongjak-gu,25
Dongjak-gu,26.3
Seongbuk-gu,26.6
Mapo-gu,26.9
Seongbuk-gu,26.4
Dongjak-gu,25.8
Dongjak-gu,26
Nowon-gu,26
Dongjak-gu,26.6
Seocho-gu,26.8
Gwangjin-gu,27.1
Gangnam-gu,26.2
Gwangjin-gu,27.1
Dongjak-gu,26.9
Gangbuk-gu,26.4
Dongjak-gu,26.3
Gwangjin-gu,29.1
Gangnam-gu,25
Seocho-gu,25.5
Dongjak-gu,26.4
Gangbuk-gu,26.8
Gwangjin-gu,26.7
Dobong-gu,24.8
Yangcheon-gu,
Jung-gu,26.7
Dongjak-gu,26.6
Jungnang-gu,25.5
Gangbuk-gu,26.6
Eunpyeong-gu,25.3
Jungnang-gu,26.2
Nowon-gu,25.1
Eunpyeong-gu,24.5
Gwangjin-gu,26.7
Dongjak-gu,26.1
Eunpyeong-gu,27
Dobong-gu,24.5
Gangnam-gu,26
Eunpyeong-gu,24.3
Seongbuk-gu,24.1
Gwangjin-gu,27.5
Gwangjin-gu,26.6
Dobong-gu,25.6
Geumcheon-gu,26
Gangdong-gu,26
Gangdong-gu,25
Eunpyeong-gu,26.7
Seongbuk-gu,26.5
Eunpyeong-gu,26.2
Gangdong-gu,24.6
Dobong-gu,23.7
Eunpyeong-gu,26.8
Dobong-gu,26
Eunpyeong-gu,26.4
Yangcheon-gu,26.5
Eunpyeong-gu,25.2
Seocho-gu,
Seongbuk-gu,25.6
Seongbuk-gu,26.4
Seocho-gu,26.8
Gangseo-gu,26.2
Dobong-gu,24.5
Eunpyeong-gu,25.2
Eunpyeong-gu,27.3
Dobong-gu,23.8
Seongbuk-gu,23.7
Dobong-gu,26.1
Gangdong-gu,25.8
Eunpyeong-gu,25.1
Seocho-gu,25.4
Seongbuk-gu,26.8
Gangdong-gu,
Gangbuk-gu,24.7
Seongbuk-gu,26.1
Gangdong-gu,23.5
Gangbuk-gu,26.1
Gangdong-gu,26.7
Gangdong-gu,26.1
Gangdong-gu,25.1
Dongjak-gu,25.9
Dobong-gu,26.8
Seocho-gu,23.9
Seocho-gu,25.7
Dobong-gu,26
Seongbuk-gu,
Gangbuk-gu,25
Dongjak-gu,25.9
Yangcheon-gu,26.7
Dongjak-gu,
Seongbuk-gu,25.7
Eunpyeong-gu,24.9
Gangdong-gu,24.8
Seodaemun-gu,25.6
Geumcheon-gu,25.8
Seodaemun-gu,26.8
Gangbuk-gu,25.7
Seongbuk-gu,26.3
Seongbuk-gu,25.6
Gwangjin-gu,25.7
Gwangjin-gu,26.7
Seongdong-gu,27.4
Yangcheon-gu,26.2
Dobong-gu,26.5
Yangcheon-gu,
Dobong-gu,25.8
Gangbuk-gu,25.9
Seocho-gu,26.6
Gwangjin-gu,26.7
Seongbuk-gu,24.5
Mapo-gu,26.6
Gangbuk-gu,24.8
Gwangjin-gu,26
Gwangjin-gu,26.6
Dongjak-gu,25.9
Dongjak-gu,24.3
Seodaemun-gu,24.1
Yangcheon-gu,25.7
Gangdong-gu,26.7
Gwanak-gu,26.5
Seodaemun-gu,25
Gangdong-gu,24.6
Mapo-gu,27.1
Gwanak-gu,26.6
Mapo-gu,26.3
Gangdong-gu,26.3
Seongbuk-gu,25.7
Gangdong-gu,26.2
Gangbuk-gu,25.9
Seocho-gu,26.4
Gangdong-gu,
Seongbuk-gu,26.6
Geumcheon-gu,25.6
Dongjak-gu,26.1
Geumcheon-gu,26.3
Seocho-gu,
Gangdong-gu,23.7
Geumcheon-gu,26
Mapo-gu,26.4
Dongjak-gu,26.8
Gangdong-gu,
Gwanak-gu,26.4
Jung-gu,26.6
Yangcheon-gu,26.1
Eunpyeong-gu,27.1
Gwanak-gu,
Yangcheon-gu,26.4
Seocho-gu,26.3
Jung-gu,
Gwanak-gu,26.1
Seongbuk-gu,24.2
Seongdong-gu,26.7
Seongdong-gu,27.1
Yangcheon-gu,27
Gangbuk-gu,26.8
Gwanak-gu,25.9
Mapo-gu,26.4
Mapo-gu,27
Gwanak-gu,25.3
Mapo-gu,27
Gwanak-gu,27.1
Seongdong-gu,
Seodaemun-gu,27.1
Yangcheon-gu,26.3
Gangbuk-gu,26.7
Gwanak-gu,25
Gwanak-gu,24.3
Mapo-gu,27.6
Seongdong-gu,27.6
Seodaemun-gu,24.6
Geumcheon-gu,25.8
Mapo-gu,26.5
Mapo-gu,26.7
Yangcheon-gu,25.9
Mapo-gu,26.5
Yangcheon-gu,26.1
Geumcheon-gu,25.2
Eunpyeong-gu,25.5
Geumcheon-gu,25.9
Yangcheon-gu,26.3
Yangcheon-gu,26.3
Seodaemun-gu,27.2
Seongdong-gu,27
Geumcheon-gu,26
Mapo-gu,26.4
Gwanak-gu,27.1
Gangdong-gu,25.8
Eunpyeong-gu,25.9
Seocho-gu,27.8
Gwanak-gu,25.8
Geumcheon-gu,26
Gangdong-gu,25.8
Seongdong-gu,26.7
Gangbuk-gu,24
Jung-gu,27.2
Seongdong-gu,26.7
Mapo-gu,26.4
Jung-gu,27.3
Seongdong-gu,25.7
Seodaemun-gu,26.5
Seongdong-gu,27.5
Seodaemun-gu,26.2
Jongno-gu,26.8
Gwanak-gu,26.4
Jung-gu,25.8
Gangdong-gu,26.4
Jung-gu,27
Seongdong-gu,26.8
Seongdong-gu,26.6
Gwanak-gu,25
Mapo-gu,26.7
Gwangjin-gu,
Mapo-gu,27.6
Gwanak-gu,26
Gwanak-gu,26.1
Seongdong-gu,26.8
Yongsan-gu,26.7
Yangcheon-gu,26.5
Seodaemun-gu,27
Gwanak-gu,27.1
Jongno-gu,26
Songpa-gu,25.3
Jung-gu,26.5
Mapo-gu,26.6
Jung-gu,27.2
Seodaemun-gu,26
Guro-gu,25.8
Mapo-gu,
Jung-gu,25
Gwanak-gu,25.7
Seongdong-gu,26.4
Jongno-gu,27.7
Jung-gu,26.9
Mapo-gu,26.4
Gwanak-gu,26.3
Seodaemun-gu,26.1
Jung-gu,26.4
Yongsan-gu,27.5
Seodaemun-gu,24.7
Mapo-gu,27.1
Mapo-gu,26.7
Gwanak-gu,26.2
Seodaemun-gu,26.7
Seongdong-gu,27.1
Gwanak-gu,25.7
Mapo-gu,26.2
Jung-gu,27.1
Jung-gu,25.8
Gwanak-gu,25.3
Gwanak-gu,26.4
Gwanak-gu,25.6
Gwanak-gu,24.6
Jung-gu,
Seongdong-gu,27.2
Mapo-gu,26.8
Mapo-gu,26.7
Mapo-gu,27.1
Seongdong-gu,27.1
Seongdong-gu,27.5
Seongdong-gu,25.1
Seodaemun-gu,26.3
Jongno-gu,25.6
Yongsan-gu,26.9
Jung-gu,26.8
Jung-gu,28.2
Mapo-gu,26.3
Seongdong-gu,
Gwanak-gu,26.4
Mapo-gu,26
Seongdong-gu,
Seongdong-gu,27.2
Gwanak-gu,27.1
Yongsan-gu,27
Jung-gu,26.9
Jung-gu,27
Yongsan-gu,27.5
Yongsan-gu,28.7
Jung-gu,25.8
Gwanak-gu,26.2
Jung-gu,29.8
Gwanak-gu,
Yongsan-gu,26.7
Jung-gu,26.6
Seongdong-gu,27
Yongsan-gu,26.9
Seongdong-gu,26.9
Mapo-gu,26.2
Jung-gu,26.1
Mapo-gu,27.2
Mapo-gu,26.8
Seongdong-gu,27.9
Mapo-gu,26.7
Jung-gu,28.9
Seongdong-gu,27.1
Seongdong-gu,26.5
Mapo-gu,
Geumcheon-gu,27
Mapo-gu,26.6
Seongdong-gu,27.2
Mapo-gu,27
Seodaemun-gu,26.1
Jung-gu,23.5
Seongdong-gu,26.8
Seongdong-gu,27.1
Jung-gu,
Mapo-gu,27.2
Mapo-gu,
Jung-gu,27.2
Mapo-gu,26.8
Geumcheon-gu,24.5
Seongdong-gu,26.8
Jung-gu,25
Mapo-gu,25.6
Mapo-gu,27.3
Seongdong-gu,27.3
Mapo-gu,26.2
Mapo-gu,26.1
Mapo-gu,27.2
Yongsan-gu,26.5
Gwanak-gu,24.9
Mapo-gu,26.6
Seongdong-gu,26.8
Seongdong-gu,26.4
Yangcheon-gu,26.4
Mapo-gu,27.3
Mapo-gu,26.6
Mapo-gu,26.7
Yongsan-gu,26.7
Mapo-gu,26.5
Seongdong-gu,26.9
Seongdong-gu,27.1
Gwanak-gu,26.1
Gwanak-gu,26.1
Gwanak-gu,25.9
Mapo-gu,26.9
Gwanak-gu,24.5
Gwanak-gu,25.8
Seongdong-gu,26.7
Yongsan-gu,26.3
Gwanak-gu,26.1
Mapo-gu,26.3
Yongsan-gu,26.6
Gwanak-gu,
Gwanak-gu,26.1
Dobong-gu,26.4
Gwanak-gu,
Gwanak-gu,25.6
Yongsan-gu,26.8
Gwanak-gu,25
Gwanak-gu,25.6
Gwanak-gu,25.4
Gwanak-gu,26.3
Gwanak-gu,25.8
Gwanak-gu,26.2
Yongsan-gu,26.3
Gwanak-gu,
Gwanak-gu,24.6
Yongsan-gu,26.7
Gwanak-gu,25.7
Gwanak-gu,25.3
Mapo-gu,27.2
Mapo-gu,26.6
Gwanak-gu,25.3
Mapo-gu,27.1
Gwanak-gu,26.3
Mapo-gu,27.4
Gwanak-gu,25.8
Yongsan-gu,25
Jongno-gu,27.2
Songpa-gu,26.5
Gwanak-gu,
Yongsan-gu,
Gwanak-gu,25.7
Gwanak-gu,25.5
Songpa-gu,26.2
Jongno-gu,27.1
Songpa-gu,26.2
Yangcheon-gu,25.8
Yangcheon-gu,26
Geumcheon-gu,26.4
Gwanak-gu,25.5
Seongdong-gu,27.3
Gwanak-gu,23.7
Gwanak-gu,26.4
Gwanak-gu,25.1
Mapo-gu,
Geumcheon-gu,25.5
Songpa-gu,26.6
Mapo-gu,27.3
Geumcheon-gu,25.3
Mapo-gu,26.2
Gwanak-gu,25.7
Jongno-gu,26.5
Geumcheon-gu,25.6
Jongno-gu,27.5
Yangcheon-gu,26.3
Gangbuk-gu,26.2
Seongdong-gu,26.5
Jongno-gu,26.6
Seongdong-gu,26.7
Jongno-gu,26.9
Songpa-gu,26.5
Songpa-gu,26.1
Geumcheon-gu,24.1
Jungnang-gu,26.7
Jongno-gu,28.9
Gangnam-gu,26.9
Jongno-gu,26.2
Gangbuk-gu,24.2
Yangcheon-gu,26.7
Dongjak-gu,26.2
Yangcheon-gu,25
Jongno-gu,23.8
Songpa-gu,26.3
Seongdong-gu,27.1
Yangcheon-gu,26.7
Mapo-gu,
Songpa-gu,
Seongdong-gu,26.5
Seongdong-gu,27
Mapo-gu,
Mapo-gu,26.7
Songpa-gu,27.2
Dobong-gu,25.3
Songpa-gu,24.6
Seongdong-gu,27.3
Dongjak-gu,
Seongdong-gu,27
Yangcheon-gu,26.1
Yangcheon-gu,25.9
Yangcheon-gu,26.8
Gangbuk-gu,26.2
Songpa-gu,27.3
Songpa-gu,25.9
Songpa-gu,25.9
Seongdong-gu,27.1
Songpa-gu,25.3
Yangcheon-gu,25.6
Nowon-gu,26.2
Yangcheon-gu,26.3
Songpa-gu,25.5
Seongdong-gu,26.2
Yangcheon-gu,25.9
Yangcheon-gu,
Yangcheon-gu,26.4
Yangcheon-gu,26.6
Songpa-gu,26.1
Guro-gu,26
Jongno-gu,25.8
Yangcheon-gu,25.8
Dongdaemun-gu,26.4
Songpa-gu,26.6
Gangdong-gu,26
Yangcheon-gu,27.3
Yangcheon-gu,25.8
Gangnam-gu,26.1
Songpa-gu,26.6
Dobong-gu,26.1
Yangcheon-gu,26.7
Songpa-gu,26.5
Gwangjin-gu,25.5
Songpa-gu,25.9
Songpa-gu,26.4
Seongdong-gu,26.5
Yangcheon-gu,26.5
Geumcheon-gu,25.2
Jung-gu,25.9
Yangcheon-gu,26.5
Seongdong-gu,27.1
Jongno-gu,25.3
Yangcheon-gu,26
Dobong-gu,26.5
Yangcheon-gu,26.4
Yangcheon-gu,25.3
Yangcheon-gu,26
Yangcheon-gu,26.1
Yangcheon-gu,26.2
Yangcheon-gu,25.3
Jongno-gu,26.5
Yangcheon-gu,25.9
Yangcheon-gu,26.5
Songpa-gu,26.8
Songpa-gu,26.6
Gangdong-gu,25.9
Jongno-gu,28
Yangcheon-gu,26.1
Jongno-gu,26.6
Yangcheon-gu,26.8
Songpa-gu,26.4
Songpa-gu,26.3
Yeongdeungpo-gu,26
Songpa-gu,25.9
Yangcheon-gu,26.1
Jongno-gu,26.8
Jongno-gu,26.9
Seocho-gu,25.8
Songpa-gu,26.7
Gwangjin-gu,26.1
Mapo-gu,25.9
Yangcheon-gu,26.3
Jongno-gu,25.2
Yangcheon-gu,26.5
Jongno-gu,27.8
Gangbuk-gu,26.2
Gangseo-gu,
Yongsan-gu,
Yongsan-gu,25.7
Songpa-gu,
Songpa-gu,26.2
Jongno-gu,25.2
Yeongdeungpo-gu,26.3
Gangseo-gu,
Seongdong-gu,27.1
Seodaemun-gu,24.9
Songpa-gu,26.4
Yangcheon-gu,26.5
Songpa-gu,26.2
Jongno-gu,26.5
Gangdong-gu,25.5
Jongno-gu,25.7
Songpa-gu,26.5
Gwangjin-gu,25.7
Seongdong-gu,27.2
Yangcheon-gu,26.6
Eunpyeong-gu,24.9
Mapo-gu,26.9
Yangcheon-gu,26.1
Jongno-gu,25.4
Jongno-gu,23.4
Jongno-gu,26.6
Mapo-gu,27
Seongdong-gu,27.3
Jongno-gu,27
Jungnang-gu,26.9
Dobong-gu,26.6
Gangdong-gu,25.7
Songpa-gu,27.2
Guro-gu,26.1
Dongjak-gu,25.7
Yeongdeungpo-gu,25.6
Yangcheon-gu,26.3
Seongdong-gu,27.2
Songpa-gu,26.1
Jongno-gu,26.9
Yangcheon-gu,25.9
Yangcheon-gu,26.2
Jongno-gu,25.4
Jung-gu,28
Guro-gu,26
Mapo-gu,25.9
Jongno-gu,25.9
Yangcheon-gu,26
Gwanak-gu,26.2
Yangcheon-gu,26.4
Jongno-gu,26.3
Seongdong-gu,26.9
Nowon-gu,26.3
Seocho-gu,25.9
Seongdong-gu,26.3
Jongno-gu,24.5
Nowon-gu,25.5
Seongdong-gu,27.6
Yangcheon-gu,
Gangbuk-gu,26.5
Gangnam-gu,
Dobong-gu,27.1
Dongjak-gu,26.9
Jongno-gu,26.2
Yangcheon-gu,25.8
Gwangjin-gu,27.8
Yeongdeungpo-gu,26.3
Seongbuk-gu,26.3
Yangcheon-gu,26.5
Dongjak-gu,26.5
Songpa-gu,26.7
Geumcheon-gu,26.7
Yangcheon-gu,26.1
Gangnam-gu,25.3
Gwanak-gu,25.6
Jungnang-gu,25.1
Jungnang-gu,26.2
Jungnang-gu,26.1
Jungnang-gu,26.5
Jung-gu,
Jungnang-gu,24.8
Jungnang-gu,25
Jungnang-gu,25.8
Jungnang-gu,24.2
Jungnang-gu,25.7
Jung-gu,26.2
Jungnang-gu,26
Jungnang-gu,23.3
Jungnang-gu,24.6
Jungnang-gu,26.1
Jung-gu,27
Jungnang-gu,25.3
Jungnang-gu,25
Jungnang-gu,24.3
Jung-gu,26.9
Jungnang-gu,23.2
Jung-gu,
Jung-gu,26.3
Jung-gu,27
Jung-gu,29.4
Jung-gu,26.7
Jung-gu,29
Jung-gu,26
Jung-gu,26.8
Jung-gu,26.7
Jung-gu,26.9
Jung-gu,26.8
Jung-gu,26.9
Jung-gu,
Jung-gu,26.4
Jung-gu,25.7
Jung-gu,26.2
Jung-gu,26.4
Jung-gu,26.1
Jung-gu,27.9
Jung-gu,25.2
Jung-gu,26.5
Jung-gu,
Jung-gu,-40
Jung-gu,25.7
Jung-gu,25.7
Jung-gu,27.6
Jung-gu,25.4
Jung-gu,23.7
Yangcheon-gu,25.8
Songpa-gu,-40
Jung-gu,-40
